expense_id,employee_id,amount,receipt_quality,ocr_confidence,previous_violations,department,category,currency,vendor_country,payment_method,expense_date,submission_date,requires_approval,has_receipt,manual_review_required,vendor_id,vendor_name,notes,approval_status,approval_date,is_violation
164,1573,4621.63,0.65,0.82,4,Finance,Supplies,INR,US,Cash,2025-01-13,2025-01-16,1,0,1,2341,VendorB,Justified,Approved,2025-02-08,1
165,1727,3359.38,0.71,0.78,0,Finance,Supplies,INR,UK,UPI,2025-02-04,2025-02-09,0,0,0,2438,VendorB,,Rejected,2025-02-08,1
166,1804,8554.196614870185,0.93,0.15,0,Operations,Travel,INR,UK,Cash,2025-01-19,2025-01-22,1,0,1,2025,VendorB,Justified,Approved,2025-02-08,0
167,1098,4557.34,0.34,0.07,4,HR,Meals,INR,IN,Cash,2025-01-12,2025-01-21,1,0,0,2689,VendorB,Justified,Approved,2025-02-08,1
168,1683,2622.01,0.26,0.82,2,Finance,Meals,INR,IN,Net Banking,2025-01-14,2025-01-17,0,0,1,2511,VendorA,Justified,Rejected,2025-02-08,0
169,1871,3583.66,0.73,0.11,0,HR,Supplies,INR,IN,Net Banking,2025-01-11,2025-01-18,1,0,0,2585,VendorB,Justified,Rejected,2025-02-08,1
170,1725,7085.59,0.71,0.55,4,IT,Travel,INR,IN,UPI,2025-01-25,2025-02-02,1,0,1,2599,VendorA,,Rejected,2025-02-08,0
171,1986,5263.35,0.94,0.53,4,Engineering,Travel,INR,IN,Credit Card,2025-01-16,2025-01-20,1,1,1,2051,VendorC,Justified,Rejected,2025-02-08,0
172,1546,1334.01,0.21,0.2,2,Operations,Travel,INR,IN,Net Banking,2025-01-27,2025-01-29,0,0,0,2227,VendorC,Justified,Approved,2025-02-08,0
173,1960,9618.0,0.71,0.59,1,Marketing,Meals,INR,UK,Net Banking,2025-01-28,2025-02-03,0,1,1,2991,VendorA,Justified,Rejected,2025-02-08,1
174,1738,6395.52,0.07,0.5,4,Operations,Meals,INR,US,Net Banking,2025-01-16,2025-01-17,1,0,0,2572,VendorB,Justified,Approved,2025-02-08,1
175,1612,7682.1,0.48,0.51,0,Marketing,Meals,INR,IN,Cash,2025-01-12,2025-01-13,1,0,0,2118,VendorC,Justified,Rejected,2025-02-08,1
176,1942,884.21,0.12,0.36,1,HR,Travel,INR,IN,Net Banking,2025-01-15,2025-01-23,0,1,1,2600,VendorC,,Rejected,2025-02-08,1
177,1461,565.88,0.65,0.84,1,Finance,Meals,INR,IN,Net Banking,2025-02-07,2025-02-12,0,1,0,2745,VendorB,,Approved,2025-02-08,0
178,1642,292.54,0.6,0.08,1,Marketing,Supplies,INR,IN,Credit Card,2025-01-30,2025-02-07,1,0,0,2014,VendorA,,Approved,2025-02-08,0
179,1768,1969.06,0.05,0.44,4,HR,Meals,INR,IN,Cash,2025-01-12,2025-01-16,1,0,1,2870,VendorA,Justified,Rejected,2025-02-08,0
180,1004,4202.64,0.32,0.26,0,Sales,Supplies,INR,IN,Credit Card,2025-02-07,2025-02-07,1,0,1,2692,VendorB,Justified,Approved,2025-02-08,1
181,1217,9364.68,0.4,0.85,2,Engineering,Meals,INR,IN,Credit Card,2025-01-29,2025-01-30,0,1,1,2417,VendorA,,Rejected,2025-02-08,1
182,1502,4624.89,0.25,0.23,3,Operations,Supplies,INR,IN,Cash,2025-01-28,2025-01-30,0,0,1,2235,VendorA,Justified,Approved,2025-02-08,0
183,1766,2973.53,0.04,0.77,3,Operations,Travel,INR,UK,Cash,2025-02-03,2025-02-12,0,1,1,2655,VendorC,Justified,Approved,2025-02-08,0
184,1397,87109.16946101582,0.32,0.61,1,Engineering,Meals,INR,IN,Cash,2025-01-30,2025-02-06,0,1,0,2302,VendorB,Justified,Rejected,2025-02-08,1
185,1870,1208.15,0.79,0.87,3,HR,Supplies,INR,IN,Credit Card,2025-02-05,2025-02-07,1,0,1,2063,VendorB,Justified,Approved,2025-02-08,1
186,1794,6134.11,0.36,0.59,3,Operations,Travel,INR,US,UPI,2025-01-10,2025-01-12,1,0,1,2893,VendorC,,Rejected,2025-02-08,0
187,1392,5727.48,0.32,0.56,4,Finance,Supplies,INR,UK,Credit Card,2025-02-06,2025-02-12,0,1,0,2713,VendorC,Justified,Rejected,2025-02-08,1
188,1206,7940.73,0.94,0.8,2,HR,Meals,INR,UK,Cash,2025-01-21,2025-01-29,0,0,1,2497,VendorB,Justified,Approved,2025-02-08,1
189,1014,9868.21,0.04,0.56,3,Finance,Meals,INR,IN,Credit Card,2025-01-11,2025-01-14,0,1,0,2894,VendorA,,Approved,2025-02-08,1
190,1857,2583.65,0.77,0.84,2,Marketing,Meals,INR,UK,UPI,2025-01-25,2025-01-28,1,1,1,2197,VendorA,Justified,Approved,2025-02-08,0
191,1553,5145.6,0.48,0.05,3,Sales,Travel,INR,IN,UPI,2025-01-16,2025-01-24,1,0,1,2237,VendorB,Justified,Rejected,2025-02-08,0
192,1891,87746.98748908672,0.94,0.5,1,Sales,Meals,INR,IN,UPI,2025-01-10,2025-01-14,1,0,1,2996,VendorB,Justified,Approved,2025-02-08,1
193,1460,7873.38,0.39,0.81,1,Sales,Travel,INR,IN,Net Banking,2025-02-03,2025-02-08,1,0,0,2619,VendorC,,Approved,2025-02-08,0
194,1690,4925.32,0.71,0.85,2,IT,Travel,INR,IN,Credit Card,2025-01-15,2025-01-21,1,1,1,2249,VendorC,Justified,Rejected,2025-02-08,0
195,1574,9459.18,0.07,0.83,2,Engineering,Meals,INR,IN,Cash,2025-01-25,2025-01-30,1,1,1,2110,VendorA,,Approved,2025-02-08,1
196,1863,666.64,0.93,0.6,2,Sales,Meals,INR,IN,Credit Card,2025-02-03,2025-02-04,0,0,0,2700,VendorC,,Approved,2025-02-08,0
197,1742,91895.82457617768,0.34,0.99,2,Operations,Meals,INR,IN,UPI,2025-02-06,2025-02-14,1,1,1,2936,VendorC,,Approved,2025-02-08,1
198,1240,600.02,0.52,0.18,0,Engineering,Meals,INR,IN,UPI,2025-02-01,2025-02-02,0,1,0,2468,VendorC,,Rejected,2025-02-08,0
199,1563,5518.32,0.14,0.17,1,Engineering,Supplies,INR,IN,UPI,2025-01-16,2025-01-24,0,0,0,2044,VendorC,,Approved,2025-02-08,1
200,1095,8915.37,0.95,0.03,3,Finance,Supplies,INR,IN,Credit Card,2025-01-11,2025-01-16,1,0,0,2385,VendorB,,Approved,2025-02-08,1
201,1899,2700.94,0.67,0.99,0,Marketing,Supplies,INR,IN,Cash,2025-01-21,2025-01-25,0,0,0,2048,VendorB,Justified,Rejected,2025-02-08,0
202,1733,4775.26,0.05,0.35,2,Operations,Travel,INR,IN,Net Banking,2025-01-23,2025-01-30,0,1,0,2613,VendorC,Justified,Approved,2025-02-08,0
203,1484,3310.86,0.16,0.76,3,IT,Travel,INR,IN,UPI,2025-01-17,2025-01-18,1,1,1,2146,VendorC,Justified,Approved,2025-02-08,0
204,1406,9526.22,0.4,0.06,1,Engineering,Supplies,INR,IN,Cash,2025-01-12,2025-01-12,1,1,1,2501,VendorA,Justified,Approved,2025-02-08,1
205,1230,8254.09,0.22,0.3,2,Finance,Meals,INR,IN,UPI,2025-01-10,2025-01-16,0,0,1,2488,VendorC,Justified,Approved,2025-02-08,1
206,1748,7119.11,0.3,0.62,4,Sales,Travel,INR,IN,UPI,2025-02-03,2025-02-08,1,1,1,2933,VendorC,,Approved,2025-02-08,0
207,1654,5917.51,1.0,0.52,2,Finance,Travel,INR,IN,Credit Card,2025-01-19,2025-01-22,0,1,1,2598,VendorA,Justified,Approved,2025-02-08,0
208,1170,8223.86,0.66,0.21,3,Sales,Travel,INR,UK,Net Banking,2025-01-27,2025-01-30,0,1,1,2106,VendorC,Justified,Approved,2025-02-08,0
209,1540,3983.44,0.92,0.46,1,Marketing,Travel,INR,IN,UPI,2025-01-26,2025-01-31,0,1,0,2108,VendorC,Justified,Rejected,2025-02-08,0
210,1035,4530.76,0.44,0.11,2,Operations,Supplies,INR,IN,Net Banking,2025-01-13,2025-01-19,1,1,0,2400,VendorB,Justified,Approved,2025-02-08,0
211,1524,7327.02,0.71,0.54,1,HR,Supplies,INR,IN,UPI,2025-01-31,2025-02-01,0,1,0,2645,VendorC,Justified,Approved,2025-02-08,1
212,1159,3641.77,0.46,0.1,0,HR,Travel,INR,IN,Credit Card,2025-01-25,2025-01-31,0,0,1,2693,VendorA,,Rejected,2025-02-08,1
213,1838,732.62,0.33,0.64,4,Marketing,Meals,INR,IN,UPI,2025-01-15,2025-01-24,1,0,1,2815,VendorB,Justified,Rejected,2025-02-08,0
214,1698,835.91,0.52,0.16,0,IT,Supplies,INR,US,Cash,2025-01-11,2025-01-17,0,1,0,2427,VendorB,,Approved,2025-02-08,0
215,1242,1242.09,0.43,0.55,4,Marketing,Travel,INR,IN,Net Banking,2025-02-03,2025-02-08,1,0,1,2058,VendorB,Justified,Approved,2025-02-08,0
216,1085,8709.85,0.98,0.13,0,Sales,Supplies,INR,IN,Cash,2025-01-12,2025-01-14,0,0,1,2496,VendorA,Justified,Approved,2025-02-08,1
217,1795,93299.76339234441,0.5,0.4,1,Finance,Travel,INR,IN,Credit Card,2025-02-04,2025-02-11,1,1,1,2801,VendorA,,Rejected,2025-02-08,1
218,1577,7157.54,0.81,0.35,1,HR,Meals,INR,IN,Cash,2025-01-30,2025-01-30,0,0,1,2398,VendorB,Justified,Rejected,2025-02-08,1
219,1681,3989.8,0.67,0.76,0,Marketing,Travel,INR,IN,Cash,2025-01-24,2025-01-31,0,0,1,2858,VendorA,Justified,Rejected,2025-02-08,0
220,1556,2661.24,0.48,0.64,3,Engineering,Travel,INR,IN,Cash,2025-01-12,2025-01-18,0,1,0,2533,VendorC,Justified,Approved,2025-02-08,0
221,1573,3537.2,0.47,0.94,0,IT,Travel,INR,IN,Net Banking,2025-01-25,2025-01-26,0,0,1,2674,VendorC,Justified,Rejected,2025-02-08,0
222,1952,7962.41,0.34,0.92,2,Sales,Meals,INR,IN,Credit Card,2025-02-03,2025-02-03,1,0,0,2210,VendorA,Justified,Approved,2025-02-08,1
223,1645,64294.97442741776,0.11,0.72,3,Engineering,Travel,INR,IN,UPI,2025-01-11,2025-01-18,1,1,1,2257,VendorB,,Rejected,2025-02-08,1
224,1795,9382.63,0.76,0.77,1,HR,Travel,INR,IN,Net Banking,2025-01-24,2025-01-27,0,1,1,2683,VendorB,Justified,Rejected,2025-02-08,1
225,1027,6829.08,0.92,0.62,0,Finance,Supplies,INR,IN,Net Banking,2025-02-04,2025-02-13,0,0,0,2019,VendorC,Justified,Approved,2025-02-08,1
226,1619,59802.89039311352,0.22,0.69,3,HR,Travel,INR,UK,Credit Card,2025-01-21,2025-01-30,0,1,0,2172,VendorC,,Rejected,2025-02-08,1
227,1555,6140.94,0.93,0.62,2,IT,Supplies,INR,IN,Net Banking,2025-01-17,2025-01-25,0,0,0,2189,VendorB,,Rejected,2025-02-08,1
228,1339,9429.48,0.23,0.31,4,Sales,Travel,INR,IN,UPI,2025-02-03,2025-02-06,0,1,0,2700,VendorC,Justified,Rejected,2025-02-08,0
229,1797,7903.19,0.53,0.35,1,IT,Meals,INR,IN,Net Banking,2025-01-17,2025-01-24,0,0,0,2608,VendorB,Justified,Approved,2025-02-08,1
230,1957,338.01,0.34,0.57,3,Engineering,Meals,INR,IN,Cash,2025-01-22,2025-01-29,1,1,1,2592,VendorC,Justified,Rejected,2025-02-08,0
231,1330,5387.98,0.11,0.72,3,Engineering,Meals,INR,IN,Net Banking,2025-01-17,2025-01-17,1,0,0,2743,VendorB,,Approved,2025-02-08,1
232,1639,6914.55,0.05,0.41,3,IT,Travel,INR,IN,Credit Card,2025-01-18,2025-01-22,0,0,0,2439,VendorC,Justified,Approved,2025-02-08,0
233,1505,7512.11,0.37,0.14,0,Marketing,Meals,INR,IN,Credit Card,2025-01-25,2025-01-28,1,1,1,2104,VendorC,Justified,Approved,2025-02-08,1
234,1347,2210.11,0.05,0.46,1,Marketing,Meals,INR,IN,Net Banking,2025-01-16,2025-01-19,0,1,0,2567,VendorA,Justified,Rejected,2025-02-08,0
235,1472,8685.06,0.1,0.96,1,Engineering,Travel,INR,US,Net Banking,2025-01-11,2025-01-19,1,1,0,2385,VendorA,Justified,Rejected,2025-02-08,0
236,1230,9562.85,0.14,0.21,0,Marketing,Supplies,INR,IN,Cash,2025-01-11,2025-01-13,0,1,0,2523,VendorB,,Rejected,2025-02-08,1
237,1189,2443.48,0.0,0.65,0,Operations,Travel,INR,IN,Net Banking,2025-01-22,2025-01-29,1,0,0,2625,VendorC,Justified,Approved,2025-02-08,0
238,1224,8837.89,0.15,0.98,0,Sales,Travel,INR,IN,UPI,2025-01-20,2025-01-28,0,0,1,2081,VendorB,,Rejected,2025-02-08,0
239,1384,1060.09,0.58,0.38,2,IT,Supplies,INR,US,Cash,2025-01-26,2025-02-02,0,0,0,2918,VendorC,,Approved,2025-02-08,0
240,1376,651.5,0.82,0.89,3,Sales,Meals,INR,IN,UPI,2025-01-26,2025-01-29,1,0,0,2658,VendorB,,Approved,2025-02-08,0
241,1282,1379.32,0.19,0.86,2,Engineering,Travel,INR,IN,Cash,2025-01-26,2025-01-27,0,1,1,2053,VendorB,,Approved,2025-02-08,0
242,1957,671.64,0.08,0.34,1,Marketing,Supplies,INR,US,UPI,2025-02-06,2025-02-15,1,1,1,2511,VendorB,Justified,Approved,2025-02-08,0
243,1632,8465.62,0.73,0.1,0,Sales,Supplies,INR,IN,UPI,2025-01-24,2025-01-30,1,1,1,2324,VendorC,Justified,Rejected,2025-02-08,1
244,1627,684.6,0.01,0.18,3,HR,Meals,INR,IN,UPI,2025-01-17,2025-01-19,1,1,1,2020,VendorB,Justified,Rejected,2025-02-08,0
245,1972,2789.48,0.73,0.37,4,Finance,Travel,INR,IN,UPI,2025-02-07,2025-02-12,0,0,1,2699,VendorB,Justified,Approved,2025-02-08,0
246,1744,1127.19,0.13,0.96,3,Marketing,Supplies,INR,IN,Net Banking,2025-01-24,2025-01-26,0,0,0,2915,VendorA,Justified,Approved,2025-02-08,0
247,1258,3024.68,0.23,0.27,4,Operations,Travel,INR,UK,Net Banking,2025-01-23,2025-01-26,1,0,1,2719,VendorC,Justified,Approved,2025-02-08,0
248,1358,996.54,0.12,0.93,3,Operations,Travel,INR,IN,Credit Card,2025-01-28,2025-01-29,0,1,1,2133,VendorA,Justified,Rejected,2025-02-08,0
249,1709,6713.23,0.25,0.18,0,Finance,Meals,INR,UK,Net Banking,2025-01-10,2025-01-14,0,1,0,2314,VendorA,,Approved,2025-02-08,1
250,1455,1419.94,0.8,0.97,4,Finance,Travel,INR,IN,Credit Card,2025-02-05,2025-02-14,0,1,1,2874,VendorA,Justified,Rejected,2025-02-08,0
251,1410,8533.27,0.13,0.29,4,Sales,Meals,INR,UK,UPI,2025-01-12,2025-01-18,1,0,1,2089,VendorB,,Approved,2025-02-08,1
252,1648,8190.19,0.99,0.63,1,Sales,Supplies,INR,IN,Cash,2025-01-12,2025-01-13,1,0,1,2479,VendorB,Justified,Rejected,2025-02-08,1
253,1317,235.25,0.33,0.07,3,HR,Meals,INR,IN,Cash,2025-01-19,2025-01-23,0,0,1,2994,VendorC,Justified,Approved,2025-02-08,0
254,1676,8967.69,0.92,0.3,2,Sales,Meals,INR,IN,Net Banking,2025-01-17,2025-01-22,0,1,0,2278,VendorC,,Approved,2025-02-08,1
255,1224,386.55,0.19,0.21,2,Finance,Supplies,INR,IN,UPI,2025-01-18,2025-01-23,0,1,1,2612,VendorC,Justified,Approved,2025-02-08,1
256,1818,2472.49,0.19,0.0,1,Operations,Meals,INR,IN,Credit Card,2025-01-25,2025-01-26,1,1,0,2565,VendorC,Justified,Rejected,2025-02-08,0
257,1233,420.65,0.57,0.16,1,HR,Meals,INR,IN,Credit Card,2025-01-18,2025-01-19,0,1,1,2112,VendorC,Justified,Rejected,2025-02-08,0
258,1683,3424.85,0.05,0.59,1,Finance,Supplies,INR,IN,Credit Card,2025-02-03,2025-02-04,1,1,0,2639,VendorA,Justified,Approved,2025-02-08,1
259,1663,5187.28,0.8,0.39,0,HR,Meals,INR,IN,Cash,2025-01-22,2025-01-24,0,0,1,2632,VendorC,Justified,Approved,2025-02-08,1
260,1974,7986.78,0.44,0.72,0,HR,Travel,INR,UK,Credit Card,2025-01-15,2025-01-16,1,1,0,2017,VendorC,Justified,Rejected,2025-02-08,1
261,1826,3446.02,0.7,0.67,0,Sales,Meals,INR,IN,Cash,2025-01-13,2025-01-21,1,0,0,2297,VendorB,Justified,Approved,2025-02-08,0
262,1373,7084.35,0.17,0.8,0,Sales,Meals,INR,IN,UPI,2025-02-06,2025-02-15,0,1,0,2724,VendorB,Justified,Approved,2025-02-08,1
263,1671,1956.29,0.64,0.87,1,Engineering,Travel,INR,IN,Cash,2025-01-17,2025-01-21,0,0,1,2121,VendorA,,Approved,2025-02-08,0
264,1607,7530.92,0.59,0.82,1,Finance,Meals,INR,IN,UPI,2025-02-01,2025-02-09,1,0,0,2175,VendorB,Justified,Approved,2025-02-08,1
265,1471,2436.37,0.76,0.45,0,Sales,Supplies,INR,IN,Net Banking,2025-01-29,2025-02-05,1,1,1,2140,VendorB,,Rejected,2025-02-08,1
266,1232,1521.09,0.3,0.31,0,Engineering,Supplies,INR,IN,Net Banking,2025-01-29,2025-02-02,0,0,0,2283,VendorB,,Rejected,2025-02-08,0
267,1691,1935.55,0.93,0.5,4,Sales,Travel,INR,UK,Cash,2025-01-19,2025-01-25,0,0,1,2269,VendorA,Justified,Rejected,2025-02-08,0
268,1112,1902.42,0.96,0.54,3,Operations,Supplies,INR,US,Net Banking,2025-01-31,2025-02-01,1,0,1,2488,VendorA,Justified,Rejected,2025-02-08,0
269,1829,5177.34,0.87,0.31,4,Marketing,Meals,INR,IN,Net Banking,2025-02-07,2025-02-16,1,0,0,2733,VendorA,,Rejected,2025-02-08,1
270,1496,8463.5,0.57,0.54,3,HR,Supplies,INR,IN,UPI,2025-01-23,2025-02-01,0,1,0,2932,VendorB,Justified,Rejected,2025-02-08,1
271,1441,888.09,0.42,0.11,0,Operations,Meals,INR,US,UPI,2025-01-30,2025-02-05,0,0,0,2631,VendorB,Justified,Rejected,2025-02-08,0
272,1563,7098.87,0.06,0.23,0,HR,Meals,INR,IN,Cash,2025-01-11,2025-01-15,0,0,1,2738,VendorA,Justified,Rejected,2025-02-08,1
273,1267,6578.03,0.95,0.75,0,Finance,Meals,INR,IN,Cash,2025-01-23,2025-01-28,0,1,0,2302,VendorC,,Approved,2025-02-08,1
274,1509,8737.95,0.95,0.18,4,Marketing,Meals,INR,IN,Credit Card,2025-01-10,2025-01-18,0,1,0,2308,VendorA,Justified,Approved,2025-02-08,1
275,1806,2517.06,0.02,0.14,1,IT,Meals,INR,UK,Credit Card,2025-01-19,2025-01-26,0,0,1,2744,VendorA,Justified,Rejected,2025-02-08,1
276,1385,4556.09,0.36,0.29,3,Finance,Supplies,INR,IN,Net Banking,2025-01-13,2025-01-14,0,0,1,2168,VendorA,Justified,Approved,2025-02-08,1
277,1386,9265.69,0.88,0.37,4,HR,Meals,INR,IN,Net Banking,2025-01-24,2025-02-02,1,1,0,2551,VendorA,Justified,Approved,2025-02-08,1
278,1112,6633.94,0.08,0.33,0,IT,Travel,INR,US,UPI,2025-01-30,2025-02-04,0,0,0,2021,VendorA,,Rejected,2025-02-08,0
279,1612,3948.81,0.2,0.37,1,IT,Travel,INR,IN,Cash,2025-01-27,2025-01-27,0,1,0,2674,VendorA,Justified,Approved,2025-02-08,0
280,1624,1400.98,0.98,0.14,4,Finance,Travel,INR,UK,Credit Card,2025-02-06,2025-02-13,0,0,1,2229,VendorA,Justified,Rejected,2025-02-08,0
281,1951,2698.6,0.85,0.17,3,Operations,Supplies,INR,IN,Credit Card,2025-01-29,2025-01-29,1,0,0,2588,VendorB,,Rejected,2025-02-08,0
282,1080,55943.58102368089,0.91,0.24,0,Finance,Travel,INR,IN,Cash,2025-01-12,2025-01-13,0,1,0,2008,VendorA,,Approved,2025-02-08,1
283,1698,97967.20351967763,0.14,0.4,3,HR,Meals,INR,IN,Cash,2025-01-15,2025-01-18,1,1,0,2335,VendorA,Justified,Rejected,2025-02-08,1
284,1112,1331.78,0.21,0.34,0,Marketing,Supplies,INR,IN,Cash,2025-01-18,2025-01-27,0,0,1,2588,VendorA,Justified,Approved,2025-02-08,0
285,1001,6036.01,0.61,0.79,0,Operations,Supplies,INR,US,Credit Card,2025-01-16,2025-01-17,0,1,0,2145,VendorC,Justified,Approved,2025-02-08,0
286,1641,86764.90417536377,0.5,0.53,2,HR,Meals,INR,US,UPI,2025-01-23,2025-01-27,1,0,1,2308,VendorB,,Rejected,2025-02-08,1
287,1219,5188.16,0.3,0.58,3,Sales,Travel,INR,IN,Cash,2025-02-03,2025-02-09,0,0,0,2584,VendorC,Justified,Rejected,2025-02-08,0
288,1565,6932.22,0.88,0.56,1,Sales,Meals,INR,IN,Net Banking,2025-01-26,2025-02-01,1,1,1,2135,VendorA,Justified,Approved,2025-02-08,1
289,1854,8390.75,0.9,0.4,0,Marketing,Travel,INR,IN,Credit Card,2025-01-17,2025-01-26,1,1,0,2402,VendorA,Justified,Rejected,2025-02-08,0
290,1996,3297.6,0.29,0.98,1,Operations,Travel,INR,IN,UPI,2025-02-01,2025-02-05,1,1,0,2497,VendorB,Justified,Rejected,2025-02-08,0
291,1735,8901.22,0.16,0.04,4,Engineering,Travel,INR,IN,Cash,2025-01-30,2025-02-01,0,0,0,2975,VendorA,Justified,Approved,2025-02-08,0
292,1224,1690.27,0.15,0.22,0,Operations,Travel,INR,US,Net Banking,2025-01-17,2025-01-21,1,1,1,2330,VendorB,,Rejected,2025-02-08,0
293,1384,1812.94,0.48,0.28,0,Engineering,Travel,INR,IN,Credit Card,2025-01-22,2025-01-25,1,1,0,2298,VendorC,Justified,Approved,2025-02-08,0
294,1402,2741.04,0.13,0.88,0,HR,Meals,INR,US,Cash,2025-01-22,2025-01-27,1,0,1,2127,VendorC,Justified,Approved,2025-02-08,0
295,1637,1283.36,0.47,0.92,1,Finance,Supplies,INR,US,Net Banking,2025-01-22,2025-01-22,0,0,0,2091,VendorC,Justified,Rejected,2025-02-08,1
296,1129,2380.16,0.46,0.85,2,HR,Supplies,INR,IN,Cash,2025-01-13,2025-01-13,1,1,0,2159,VendorC,Justified,Rejected,2025-02-08,1
297,1052,1153.48,0.88,0.42,3,Finance,Supplies,INR,UK,Net Banking,2025-02-03,2025-02-10,0,1,1,2274,VendorA,Justified,Rejected,2025-02-08,1
298,1683,8235.35,0.3,0.91,0,Sales,Meals,INR,US,UPI,2025-02-02,2025-02-07,0,0,0,2262,VendorB,Justified,Approved,2025-02-08,1
299,1729,15385.35908928228,0.56,0.1,3,Engineering,Meals,INR,IN,Credit Card,2025-02-02,2025-02-10,0,1,0,2151,VendorB,Justified,Approved,2025-02-08,1
300,1671,7498.25,0.74,0.65,3,Finance,Supplies,INR,IN,UPI,2025-01-30,2025-02-08,1,0,1,2278,VendorC,,Approved,2025-02-08,1
301,1709,574.35,0.6,0.94,3,HR,Travel,INR,IN,Credit Card,2025-01-10,2025-01-10,1,0,1,2134,VendorB,Justified,Approved,2025-02-08,1
302,1415,9490.35,0.95,0.75,1,HR,Supplies,INR,IN,Credit Card,2025-01-29,2025-02-04,0,0,0,2103,VendorC,Justified,Approved,2025-02-08,1
303,1246,7140.48,0.6,0.28,3,HR,Supplies,INR,IN,Cash,2025-01-22,2025-01-22,1,1,1,2167,VendorB,Justified,Approved,2025-02-08,1
304,1835,167.29,0.9,0.72,4,Marketing,Travel,INR,UK,UPI,2025-02-05,2025-02-11,1,1,1,2356,VendorB,Justified,Approved,2025-02-08,0
305,1438,7662.18,0.25,0.29,1,Operations,Travel,INR,IN,Credit Card,2025-01-19,2025-01-25,1,0,1,2334,VendorC,,Approved,2025-02-08,0
306,1202,5189.41,0.56,0.11,1,HR,Travel,INR,IN,Net Banking,2025-01-30,2025-02-06,0,0,0,2918,VendorA,Justified,Approved,2025-02-08,1
307,1183,7815.72,0.54,0.72,4,Operations,Meals,INR,IN,Cash,2025-02-07,2025-02-11,1,0,1,2590,VendorB,Justified,Rejected,2025-02-08,1
308,1122,5272.72,0.99,0.18,2,IT,Travel,INR,IN,Net Banking,2025-01-15,2025-01-22,1,0,1,2199,VendorA,Justified,Approved,2025-02-08,0
309,1400,6446.15,0.2,0.11,2,Engineering,Supplies,INR,UK,Net Banking,2025-01-20,2025-01-29,0,0,1,2712,VendorC,Justified,Rejected,2025-02-08,0
310,1766,7884.68,0.14,0.55,0,IT,Supplies,INR,IN,Net Banking,2025-01-25,2025-01-29,0,1,0,2612,VendorA,Justified,Rejected,2025-02-08,1
311,1293,4110.57,0.61,0.62,2,IT,Supplies,INR,IN,Cash,2025-01-31,2025-02-08,1,0,1,2986,VendorA,Justified,Approved,2025-02-08,0
312,1279,126.81,0.22,0.05,0,Operations,Supplies,INR,UK,UPI,2025-01-21,2025-01-28,0,1,1,2755,VendorA,Justified,Rejected,2025-02-08,0
313,1836,8514.47,0.64,0.0,3,Operations,Travel,INR,IN,Net Banking,2025-01-11,2025-01-17,1,1,1,2789,VendorA,Justified,Rejected,2025-02-08,0
314,1883,3870.81,0.97,0.88,0,Marketing,Meals,INR,IN,Net Banking,2025-02-02,2025-02-08,1,1,0,2405,VendorB,Justified,Approved,2025-02-08,0
315,1609,5010.82,0.95,0.12,2,Engineering,Supplies,INR,UK,Credit Card,2025-02-06,2025-02-08,1,0,1,2403,VendorC,,Rejected,2025-02-08,1
316,1197,176.89,0.23,0.58,0,Engineering,Travel,INR,IN,Cash,2025-02-01,2025-02-06,0,1,1,2148,VendorB,Justified,Rejected,2025-02-08,0
317,1981,4971.71,0.17,0.95,1,Sales,Travel,INR,UK,UPI,2025-02-02,2025-02-07,0,1,0,2525,VendorA,,Rejected,2025-02-08,0
318,1906,9866.23,0.56,0.51,2,Engineering,Meals,INR,UK,Credit Card,2025-01-28,2025-02-01,1,0,0,2468,VendorA,,Rejected,2025-02-08,1
319,1510,2854.85,0.59,0.14,0,Marketing,Meals,INR,IN,UPI,2025-01-16,2025-01-17,1,0,0,2533,VendorA,,Rejected,2025-02-08,0
320,1751,4014.64,0.66,0.39,2,HR,Travel,INR,IN,Net Banking,2025-01-14,2025-01-23,0,1,0,2160,VendorC,Justified,Rejected,2025-02-08,1
321,1143,6903.18,0.74,0.62,4,HR,Supplies,INR,US,Net Banking,2025-01-11,2025-01-17,0,0,0,2077,VendorC,Justified,Approved,2025-02-08,1
322,1608,8166.46,0.6,0.76,2,Marketing,Supplies,INR,IN,Cash,2025-01-29,2025-02-02,1,0,0,2396,VendorB,Justified,Rejected,2025-02-08,1
323,1200,4232.18,0.11,0.61,4,Engineering,Meals,INR,IN,Net Banking,2025-01-14,2025-01-15,1,1,0,2625,VendorC,Justified,Approved,2025-02-08,0
324,1123,3165.72,0.79,0.03,0,Operations,Travel,INR,IN,Cash,2025-01-10,2025-01-13,0,0,1,2762,VendorA,,Rejected,2025-02-08,0
325,1186,9384.48,0.08,0.14,4,IT,Supplies,INR,IN,Net Banking,2025-01-17,2025-01-17,1,0,1,2725,VendorA,Justified,Approved,2025-02-08,1
326,1325,6803.74,0.02,0.37,2,Engineering,Travel,INR,IN,Net Banking,2025-01-28,2025-02-04,1,0,1,2217,VendorA,Justified,Rejected,2025-02-08,0
327,1463,1278.31,0.77,0.71,1,Sales,Travel,INR,IN,Credit Card,2025-01-31,2025-02-04,1,0,1,2212,VendorA,Justified,Rejected,2025-02-08,0
328,1348,782.39,0.55,0.58,4,Engineering,Supplies,INR,UK,Net Banking,2025-01-13,2025-01-20,1,0,0,2142,VendorA,Justified,Approved,2025-02-08,0
